Invoice No,Issue Date,Buyer TIN,Buyer,Currency,Subtotal,VAT,Total,Item,Qty,Unit Price
INV-SYN-00123,2025-12-04,09153120-5580,Ọlá Foods Distribution Plc,NGN,37794.91,2834.62,40629.53,Raw Materials,15,1358.29
INV-SYN-00123,2025-12-04,09153120-5580,Ọlá Foods Distribution Plc,NGN,37794.91,2834.62,40629.53,Industrial Equipment,4,3612.96
INV-SYN-00123,2025-12-04,09153120-5580,Ọlá Foods Distribution Plc,NGN,37794.91,2834.62,40629.53,Consulting Services,1,2968.72
INV-SYN-00124,2025-03-17,45338584-6234,Yusuf Agro Processing Ltd,NGN,86668.90,6500.17,93169.07,IT Services,9,3906.16
INV-SYN-00124,2025-03-17,45338584-6234,Yusuf Agro Processing Ltd,NGN,86668.90,6500.17,93169.07,Industrial Equipment,10,4831.90
INV-SYN-00124,2025-03-17,45338584-6234,Yusuf Agro Processing Ltd,NGN,86668.90,6500.17,93169.07,Consulting Services,3,1064.82
INV-SYN-00125,2025-04-23,87010722-9359,Adeyemi Trading Company Ltd,NGN,55474.18,4160.56,59634.74,Building Materials,2,2848.06
INV-SYN-00125,2025-04-23,87010722-9359,Adeyemi Trading Company Ltd,NGN,55474.18,4160.56,59634.74,Raw Materials,4,1914.79
INV-SYN-00125,2025-04-23,87010722-9359,Adeyemi Trading Company Ltd,NGN,55474.18,4160.56,59634.74,Logistics Services,10,4211.89
INV-SYN-00126,2025-02-13,99845080-4526,Lagos Steel & Aluminium Ltd,NGN,116123.02,8709.23,124832.25,Consulting Services,18,4712.46
INV-SYN-00126,2025-02-13,99845080-4526,Lagos Steel & Aluminium Ltd,NGN,116123.02,8709.23,124832.25,Logistics Services,3,4510.46
INV-SYN-00126,2025-02-13,99845080-4526,Lagos Steel & Aluminium Ltd,NGN,116123.02,8709.23,124832.25,Building Materials,13,1366.72
INV-SYN-00127,2025-03-14,64562754-6361,Port Harcourt Energy Services Ltd,NGN,132166.38,9912.48,142078.86,Office Supplies,20,4808.93
INV-SYN-00127,2025-03-14,64562754-6361,Port Harcourt Energy Services Ltd,NGN,132166.38,9912.48,142078.86,IT Services,14,2252.32
INV-SYN-00127,2025-03-14,64562754-6361,Port Harcourt Energy Services Ltd,NGN,132166.38,9912.48,142078.86,Maintenance Services,6,742.55
INV-SYN-00128,2025-11-25,64109600-1723,Lagos Steel & Aluminium Ltd,NGN,44089.63,3306.72,47396.35,Consulting Services,6,1646.09
INV-SYN-00128,2025-11-25,64109600-1723,Lagos Steel & Aluminium Ltd,NGN,44089.63,3306.72,47396.35,Building Materials,5,2843.84
INV-SYN-00128,2025-11-25,64109600-1723,Lagos Steel & Aluminium Ltd,NGN,44089.63,3306.72,47396.35,IT Services,7,2856.27
INV-SYN-00129,2025-06-04,42061463-0747,Emeka Logistics Nigeria Ltd,NGN,124742.04,9355.65,134097.69,IT Services,20,668.28
INV-SYN-00129,2025-06-04,42061463-0747,Emeka Logistics Nigeria Ltd,NGN,124742.04,9355.65,134097.69,Logistics Services,16,4405.94
INV-SYN-00129,2025-06-04,42061463-0747,Emeka Logistics Nigeria Ltd,NGN,124742.04,9355.65,134097.69,Logistics Services,14,2920.10
INV-SYN-00130,2025-05-24,34437448-6670,Abuja Construction Materials Ltd,NGN,50094.87,3757.12,53851.99,Raw Materials,12,2789.19
INV-SYN-00130,2025-05-24,34437448-6670,Abuja Construction Materials Ltd,NGN,50094.87,3757.12,53851.99,Industrial Equipment,9,1734.97
INV-SYN-00130,2025-05-24,34437448-6670,Abuja Construction Materials Ltd,NGN,50094.87,3757.12,53851.99,Building Materials,2,504.93
INV-SYN-00131,2025-11-17,40522424-8881,Emeka Logistics Nigeria Ltd,NGN,46402.87,3480.22,49883.09,Industrial Equipment,7,1579.93
INV-SYN-00131,2025-11-17,40522424-8881,Emeka Logistics Nigeria Ltd,NGN,46402.87,3480.22,49883.09,Raw Materials,16,1096.26
INV-SYN-00131,2025-11-17,40522424-8881,Emeka Logistics Nigeria Ltd,NGN,46402.87,3480.22,49883.09,Office Supplies,16,1112.70
INV-SYN-00132,2025-11-20,36464386-7294,Ola Foods Plc,NGN,18811.60,1410.87,20222.47,IT Services,2,2215.97
INV-SYN-00132,2025-11-20,36464386-7294,Ola Foods Plc,NGN,18811.60,1410.87,20222.47,Raw Materials,4,1854.94
INV-SYN-00132,2025-11-20,36464386-7294,Ola Foods Plc,NGN,18811.60,1410.87,20222.47,Raw Materials,5,1391.98
INV-SYN-00133,2025-11-01,02973248-4612,Chukwuemeka Okafor Ltd,NGN,66908.26,5018.12,71926.38,IT Services,20,752.73
INV-SYN-00133,2025-11-01,02973248-4612,Chukwuemeka Okafor Ltd,NGN,66908.26,5018.12,71926.38,Office Supplies,4,3363.77
INV-SYN-00133,2025-11-01,02973248-4612,Chukwuemeka Okafor Ltd,NGN,66908.26,5018.12,71926.38,Logistics Services,17,2258.74
INV-SYN-00134,2025-03-26,32560409-5175,Ibrahim & Sons Trading Ltd,NGN,41765.25,3132.39,44897.64,Building Materials,4,3066.31
INV-SYN-00134,2025-03-26,32560409-5175,Ibrahim & Sons Trading Ltd,NGN,41765.25,3132.39,44897.64,IT Services,4,2168.39
INV-SYN-00134,2025-03-26,32560409-5175,Ibrahim & Sons Trading Ltd,NGN,41765.25,3132.39,44897.64,Industrial Equipment,5,4165.29
INV-SYN-00135,2025-11-01,85698499-5923,Ọlá Foods Distribution Plc,NGN,101256.91,7594.27,108851.18,Logistics Services,15,2040.48
INV-SYN-00135,2025-11-01,85698499-5923,Ọlá Foods Distribution Plc,NGN,101256.91,7594.27,108851.18,Building Materials,13,4501.47
INV-SYN-00135,2025-11-01,85698499-5923,Ọlá Foods Distribution Plc,NGN,101256.91,7594.27,108851.18,Office Supplies,4,3032.65
INV-SYN-00136,2025-09-26,13404705-0015,Chukwuemeka Okàfor Ventures Ltd,NGN,137591.16,10319.34,147910.50,Raw Materials,17,3072.62
INV-SYN-00136,2025-09-26,13404705-0015,Chukwuemeka Okàfor Ventures Ltd,NGN,137591.16,10319.34,147910.50,Logistics Services,10,2993.21
INV-SYN-00136,2025-09-26,13404705-0015,Chukwuemeka Okàfor Ventures Ltd,NGN,137591.16,10319.34,147910.50,Office Supplies,12,4618.71
INV-SYN-00137,2025-08-28,29470665-7862,Kano Textiles Ltd,NGN,110121.57,8259.12,118380.69,Logistics Services,13,129.99
INV-SYN-00137,2025-08-28,29470665-7862,Kano Textiles Ltd,NGN,110121.57,8259.12,118380.69,Maintenance Services,15,2985.11
INV-SYN-00137,2025-08-28,29470665-7862,Kano Textiles Ltd,NGN,110121.57,8259.12,118380.69,Consulting Services,15,4243.67
INV-SYN-00138,2025-06-12,48767431-9859,Adeyemi Trading Company Ltd,NGN,54598.12,4094.86,58692.98,Building Materials,19,2284.52
INV-SYN-00138,2025-06-12,48767431-9859,Adeyemi Trading Company Ltd,NGN,54598.12,4094.86,58692.98,Maintenance Services,2,318.37
INV-SYN-00138,2025-06-12,48767431-9859,Adeyemi Trading Company Ltd,NGN,54598.12,4094.86,58692.98,Building Materials,6,1759.25
INV-SYN-00139,2025-01-19,47516411-6810,Ọlá Foods Distribution Plc,NGN,147236.67,11042.75,158279.42,IT Services,13,312.50
INV-SYN-00139,2025-01-19,47516411-6810,Ọlá Foods Distribution Plc,NGN,147236.67,11042.75,158279.42,Raw Materials,18,4109.58
INV-SYN-00139,2025-01-19,47516411-6810,Ọlá Foods Distribution Plc,NGN,147236.67,11042.75,158279.42,Maintenance Services,17,4070.69
INV-SYN-00140,2025-11-28,59786943-5870,Lagos Steel & Aluminium Ltd,NGN,5066.09,379.96,5446.05,Office Supplies,9,127.30
INV-SYN-00140,2025-11-28,59786943-5870,Lagos Steel & Aluminium Ltd,NGN,5066.09,379.96,5446.05,Industrial Equipment,5,662.26
INV-SYN-00140,2025-11-28,59786943-5870,Lagos Steel & Aluminium Ltd,NGN,5066.09,379.96,5446.05,Building Materials,1,609.09
INV-SYN-00141,2025-12-22,14314691-2827,Port Harcourt Energy Services Ltd,NGN,66458.02,4984.35,71442.37,Industrial Equipment,3,155.79
INV-SYN-00141,2025-12-22,14314691-2827,Port Harcourt Energy Services Ltd,NGN,66458.02,4984.35,71442.37,Logistics Services,12,3097.22
INV-SYN-00141,2025-12-22,14314691-2827,Port Harcourt Energy Services Ltd,NGN,66458.02,4984.35,71442.37,Logistics Services,17,1695.53
INV-SYN-00142,2025-08-03,08182065-8359,Kano Textiles Ltd,NGN,95716.29,7178.72,102895.01,Industrial Equipment,17,4289.11
INV-SYN-00142,2025-08-03,08182065-8359,Kano Textiles Ltd,NGN,95716.29,7178.72,102895.01,Building Materials,6,1996.01
INV-SYN-00142,2025-08-03,08182065-8359,Kano Textiles Ltd,NGN,95716.29,7178.72,102895.01,Raw Materials,7,1546.48
INV-SYN-00143,2025-07-20,94658771-5974,Kano Textiles Ltd,NGN,93706.54,7027.99,100734.53,Building Materials,19,4512.09
INV-SYN-00143,2025-07-20,94658771-5974,Kano Textiles Ltd,NGN,93706.54,7027.99,100734.53,Office Supplies,1,2131.54
INV-SYN-00143,2025-07-20,94658771-5974,Kano Textiles Ltd,NGN,93706.54,7027.99,100734.53,IT Services,11,531.39
INV-SYN-00144,2025-01-01,76100162-9630,Lagos Steel & Aluminium Ltd,NGN,63890.60,4791.80,68682.40,Consulting Services,10,3434.20
INV-SYN-00144,2025-01-01,76100162-9630,Lagos Steel & Aluminium Ltd,NGN,63890.60,4791.80,68682.40,Maintenance Services,2,2770.35
INV-SYN-00144,2025-01-01,76100162-9630,Lagos Steel & Aluminium Ltd,NGN,63890.60,4791.80,68682.40,Industrial Equipment,14,1714.85
INV-SYN-00145,2025-12-02,04101555-7667,Adeyemi Trading Company Ltd,NGN,82390.35,6179.28,88569.63,Logistics Services,16,4148.84
INV-SYN-00145,2025-12-02,04101555-7667,Adeyemi Trading Company Ltd,NGN,82390.35,6179.28,88569.63,Logistics Services,3,2254.69
INV-SYN-00145,2025-12-02,04101555-7667,Adeyemi Trading Company Ltd,NGN,82390.35,6179.28,88569.63,Office Supplies,11,840.44
INV-SYN-00146,2025-04-29,69339408-4026,Adeyemi Trading Company Ltd,NGN,129642.84,9723.21,139366.05,Industrial Equipment,18,3416.86
INV-SYN-00146,2025-04-29,69339408-4026,Adeyemi Trading Company Ltd,NGN,129642.84,9723.21,139366.05,Office Supplies,3,1805.47
INV-SYN-00146,2025-04-29,69339408-4026,Adeyemi Trading Company Ltd,NGN,129642.84,9723.21,139366.05,Office Supplies,15,4181.53
INV-SYN-00147,2025-10-09,31437350-5911,Ọlá Foods Distribution Plc,NGN,49602.35,3720.18,53322.53,IT Services,12,2717.28
INV-SYN-00147,2025-10-09,31437350-5911,Ọlá Foods Distribution Plc,NGN,49602.35,3720.18,53322.53,Maintenance Services,4,4058.79
INV-SYN-00147,2025-10-09,31437350-5911,Ọlá Foods Distribution Plc,NGN,49602.35,3720.18,53322.53,Logistics Services,1,759.83
INV-SYN-00148,2025-05-23,84526059-6646,Ọlá Foods Distribution Plc,NGN,35281.21,2646.09,37927.30,Office Supplies,16,1708.39
INV-SYN-00148,2025-05-23,84526059-6646,Ọlá Foods Distribution Plc,NGN,35281.21,2646.09,37927.30,Logistics Services,1,3975.06
INV-SYN-00148,2025-05-23,84526059-6646,Ọlá Foods Distribution Plc,NGN,35281.21,2646.09,37927.30,Office Supplies,1,3971.91
INV-SYN-00149,2025-11-20,82678031-6533,Chukwuemeka Okafor Ltd,NGN,52615.14,3946.14,56561.28,Building Materials,6,785.80
INV-SYN-00149,2025-11-20,82678031-6533,Chukwuemeka Okafor Ltd,NGN,52615.14,3946.14,56561.28,Maintenance Services,3,4949.82
INV-SYN-00149,2025-11-20,82678031-6533,Chukwuemeka Okafor Ltd,NGN,52615.14,3946.14,56561.28,Building Materials,12,2754.24
INV-SYN-00150,2025-12-27,09841993-4637,Abuja Construction Materials Ltd,NGN,139730.22,10479.77,150209.99,Office Supplies,19,4469.94
INV-SYN-00150,2025-12-27,09841993-4637,Abuja Construction Materials Ltd,NGN,139730.22,10479.77,150209.99,Industrial Equipment,12,981.48
INV-SYN-00150,2025-12-27,09841993-4637,Abuja Construction Materials Ltd,NGN,139730.22,10479.77,150209.99,Consulting Services,19,2264.40
INV-SYN-00151,2025-08-06,70665098-6708,Abuja Construction Materials Ltd,NGN,99459.45,7459.46,106918.91,Building Materials,7,654.00
INV-SYN-00151,2025-08-06,70665098-6708,Abuja Construction Materials Ltd,NGN,99459.45,7459.46,106918.91,Logistics Services,16,3022.08
INV-SYN-00151,2025-08-06,70665098-6708,Abuja Construction Materials Ltd,NGN,99459.45,7459.46,106918.91,Raw Materials,13,3579.09
INV-SYN-00152,2025-03-18,50089841-0799,Emeka Logistics Nigeria Ltd,NGN,29078.72,2180.90,31259.62,Maintenance Services,4,4451.81
INV-SYN-00152,2025-03-18,50089841-0799,Emeka Logistics Nigeria Ltd,NGN,29078.72,2180.90,31259.62,Maintenance Services,6,1580.74
INV-SYN-00152,2025-03-18,50089841-0799,Emeka Logistics Nigeria Ltd,NGN,29078.72,2180.90,31259.62,Building Materials,17,105.12
INV-SYN-00153,2025-08-17,57518669-1672,Port Harcourt Energy Services Ltd,NGN,188233.29,14117.50,202350.79,Office Supplies,19,2703.36
INV-SYN-00153,2025-08-17,57518669-1672,Port Harcourt Energy Services Ltd,NGN,188233.29,14117.50,202350.79,Building Materials,18,4023.46
INV-SYN-00153,2025-08-17,57518669-1672,Port Harcourt Energy Services Ltd,NGN,188233.29,14117.50,202350.79,Office Supplies,17,3791.01
INV-SYN-00154,2025-04-29,84105313-5734,Yusuf Agro Processing Ltd,NGN,105739.82,7930.49,113670.31,Building Materials,3,3067.24
INV-SYN-00154,2025-04-29,84105313-5734,Yusuf Agro Processing Ltd,NGN,105739.82,7930.49,113670.31,Consulting Services,20,4717.18
INV-SYN-00154,2025-04-29,84105313-5734,Yusuf Agro Processing Ltd,NGN,105739.82,7930.49,113670.31,Building Materials,19,115.50
INV-SYN-00155,2025-01-20,28107066-2842,Ọlá Foods Distribution Plc,NGN,33230.78,2492.31,35723.09,Maintenance Services,7,2561.10
INV-SYN-00155,2025-01-20,28107066-2842,Ọlá Foods Distribution Plc,NGN,33230.78,2492.31,35723.09,Maintenance Services,4,1764.91
INV-SYN-00155,2025-01-20,28107066-2842,Ọlá Foods Distribution Plc,NGN,33230.78,2492.31,35723.09,Logistics Services,2,4121.72
INV-SYN-00156,2025-09-11,77550731-8290,Ibrahim & Sons Trading Ltd,NGN,109943.05,8245.73,118188.78,IT Services,7,4597.45
INV-SYN-00156,2025-09-11,77550731-8290,Ibrahim & Sons Trading Ltd,NGN,109943.05,8245.73,118188.78,Raw Materials,9,2537.74
INV-SYN-00156,2025-09-11,77550731-8290,Ibrahim & Sons Trading Ltd,NGN,109943.05,8245.73,118188.78,IT Services,18,3051.18
INV-SYN-00157,2025-10-05,36336833-1494,Port Harcourt Energy Services Ltd,NGN,83619.85,6271.49,89891.34,Building Materials,12,416.24
INV-SYN-00157,2025-10-05,36336833-1494,Port Harcourt Energy Services Ltd,NGN,83619.85,6271.49,89891.34,Building Materials,17,4261.29
INV-SYN-00157,2025-10-05,36336833-1494,Port Harcourt Energy Services Ltd,NGN,83619.85,6271.49,89891.34,Consulting Services,2,3091.52
INV-SYN-00158,2025-12-17,57843510-9306,Lagos Steel & Aluminium Ltd,NGN,26383.55,1978.77,28362.32,Maintenance Services,9,1771.35
INV-SYN-00158,2025-12-17,57843510-9306,Lagos Steel & Aluminium Ltd,NGN,26383.55,1978.77,28362.32,Raw Materials,2,3719.50
INV-SYN-00158,2025-12-17,57843510-9306,Lagos Steel & Aluminium Ltd,NGN,26383.55,1978.77,28362.32,Office Supplies,3,1000.80
INV-SYN-00159,2025-10-19,90104687-3898,Yusuf Agro Processing Ltd,NGN,55409.24,4155.69,59564.93,Consulting Services,5,2927.55
INV-SYN-00159,2025-10-19,90104687-3898,Yusuf Agro Processing Ltd,NGN,55409.24,4155.69,59564.93,Consulting Services,16,1653.50
INV-SYN-00159,2025-10-19,90104687-3898,Yusuf Agro Processing Ltd,NGN,55409.24,4155.69,59564.93,Raw Materials,7,2045.07
INV-SYN-00160,2025-01-03,23081663-3781,Chukwuemeka Okàfor Ventures Ltd,NGN,134794.34,10109.58,144903.92,Raw Materials,17,3939.13
INV-SYN-00160,2025-01-03,23081663-3781,Chukwuemeka Okàfor Ventures Ltd,NGN,134794.34,10109.58,144903.92,Industrial Equipment,12,1118.19
INV-SYN-00160,2025-01-03,23081663-3781,Chukwuemeka Okàfor Ventures Ltd,NGN,134794.34,10109.58,144903.92,Building Materials,15,3627.39
INV-SYN-00161,2025-04-21,69475094-6543,Lagos Steel & Aluminium Ltd,NGN,73005.89,5475.44,78481.33,Industrial Equipment,12,1908.87
INV-SYN-00161,2025-04-21,69475094-6543,Lagos Steel & Aluminium Ltd,NGN,73005.89,5475.44,78481.33,IT Services,7,3738.47
INV-SYN-00161,2025-04-21,69475094-6543,Lagos Steel & Aluminium Ltd,NGN,73005.89,5475.44,78481.33,Consulting Services,12,1994.18
INV-SYN-00162,2025-11-30,67626931-3554,Abuja Construction Materials Ltd,NGN,19320.70,1449.05,20769.75,Office Supplies,12,943.13
INV-SYN-00162,2025-11-30,67626931-3554,Abuja Construction Materials Ltd,NGN,19320.70,1449.05,20769.75,Consulting Services,2,2149.28
INV-SYN-00162,2025-11-30,67626931-3554,Abuja Construction Materials Ltd,NGN,19320.70,1449.05,20769.75,Raw Materials,3,1234.86
INV-SYN-00163,2025-11-10,06347306-7948,Yusuf Agro Processing Ltd,NGN,54418.78,4081.41,58500.19,Logistics Services,4,2602.79
INV-SYN-00163,2025-11-10,06347306-7948,Yusuf Agro Processing Ltd,NGN,54418.78,4081.41,58500.19,Consulting Services,9,4716.54
INV-SYN-00163,2025-11-10,06347306-7948,Yusuf Agro Processing Ltd,NGN,54418.78,4081.41,58500.19,Maintenance Services,14,111.34
INV-SYN-00164,2025-10-11,13674383-3198,Port Harcourt Energy Services Ltd,NGN,34502.51,2587.69,37090.20,Logistics Services,3,4504.57
INV-SYN-00164,2025-10-11,13674383-3198,Port Harcourt Energy Services Ltd,NGN,34502.51,2587.69,37090.20,Consulting Services,7,2232.10
INV-SYN-00164,2025-10-11,13674383-3198,Port Harcourt Energy Services Ltd,NGN,34502.51,2587.69,37090.20,Industrial Equipment,5,1072.82
INV-SYN-00165,2025-06-20,53850932-3134,Yusuf Agro Processing Ltd,NGN,180280.67,13521.05,193801.72,Building Materials,15,2553.53
INV-SYN-00165,2025-06-20,53850932-3134,Yusuf Agro Processing Ltd,NGN,180280.67,13521.05,193801.72,Building Materials,19,4157.00
INV-SYN-00165,2025-06-20,53850932-3134,Yusuf Agro Processing Ltd,NGN,180280.67,13521.05,193801.72,IT Services,16,3937.17
INV-SYN-00166,2025-02-03,53201002-2749,Chukwuemeka Okàfor Ventures Ltd,NGN,47900.13,3592.51,51492.64,Building Materials,7,4757.24
INV-SYN-00166,2025-02-03,53201002-2749,Chukwuemeka Okàfor Ventures Ltd,NGN,47900.13,3592.51,51492.64,Maintenance Services,4,1626.66
INV-SYN-00166,2025-02-03,53201002-2749,Chukwuemeka Okàfor Ventures Ltd,NGN,47900.13,3592.51,51492.64,Industrial Equipment,11,735.71
INV-SYN-00167,2025-02-04,10113073-7477,Ọlá Foods Distribution Plc,NGN,86048.04,6453.60,92501.64,Industrial Equipment,2,1203.32
INV-SYN-00167,2025-02-04,10113073-7477,Ọlá Foods Distribution Plc,NGN,86048.04,6453.60,92501.64,Raw Materials,10,4192.64
INV-SYN-00167,2025-02-04,10113073-7477,Ọlá Foods Distribution Plc,NGN,86048.04,6453.60,92501.64,Building Materials,12,3476.25
INV-SYN-00168,2025-02-21,64166099-4337,Chukwuemeka Okàfor Ventures Ltd,NGN,109993.89,8249.54,118243.43,Maintenance Services,10,4480.93
INV-SYN-00168,2025-02-21,64166099-4337,Chukwuemeka Okàfor Ventures Ltd,NGN,109993.89,8249.54,118243.43,Office Supplies,15,3188.37
INV-SYN-00168,2025-02-21,64166099-4337,Chukwuemeka Okàfor Ventures Ltd,NGN,109993.89,8249.54,118243.43,Consulting Services,8,2169.88
INV-SYN-00169,2025-06-30,36076376-7074,Chukwuemeka Okafor Ltd,NGN,147702.20,11077.67,158779.87,Logistics Services,16,4888.71
INV-SYN-00169,2025-06-30,36076376-7074,Chukwuemeka Okafor Ltd,NGN,147702.20,11077.67,158779.87,Office Supplies,19,3564.34
INV-SYN-00169,2025-06-30,36076376-7074,Chukwuemeka Okafor Ltd,NGN,147702.20,11077.67,158779.87,Building Materials,2,880.19
INV-SYN-00170,2025-03-16,19494630-4871,Adeyemi Trading Company Ltd,NGN,30822.28,2311.67,33133.95,IT Services,18,552.69
INV-SYN-00170,2025-03-16,19494630-4871,Adeyemi Trading Company Ltd,NGN,30822.28,2311.67,33133.95,Consulting Services,7,1162.72
INV-SYN-00170,2025-03-16,19494630-4871,Adeyemi Trading Company Ltd,NGN,30822.28,2311.67,33133.95,Consulting Services,7,1819.26
INV-SYN-00171,2025-08-11,64919490-3286,Lagos Steel & Aluminium Ltd,NGN,122782.86,9208.71,131991.57,Logistics Services,3,2562.12
INV-SYN-00171,2025-08-11,64919490-3286,Lagos Steel & Aluminium Ltd,NGN,122782.86,9208.71,131991.57,Raw Materials,18,3928.08
INV-SYN-00171,2025-08-11,64919490-3286,Lagos Steel & Aluminium Ltd,NGN,122782.86,9208.71,131991.57,Maintenance Services,14,3170.79
INV-SYN-00172,2025-07-03,95344620-9470,Abuja Construction Materials Ltd,NGN,54368.05,4077.60,58445.65,Consulting Services,13,1766.93
INV-SYN-00172,2025-07-03,95344620-9470,Abuja Construction Materials Ltd,NGN,54368.05,4077.60,58445.65,Raw Materials,11,716.90
INV-SYN-00172,2025-07-03,95344620-9470,Abuja Construction Materials Ltd,NGN,54368.05,4077.60,58445.65,Raw Materials,11,2137.46
INV-SYN-00173,2025-09-28,50266937-0152,Chukwuemeka Okafor Ltd,NGN,184628.65,13847.15,198475.80,Building Materials,20,4806.93
INV-SYN-00173,2025-09-28,50266937-0152,Chukwuemeka Okafor Ltd,NGN,184628.65,13847.15,198475.80,Building Materials,9,3914.83
INV-SYN-00173,2025-09-28,50266937-0152,Chukwuemeka Okafor Ltd,NGN,184628.65,13847.15,198475.80,Maintenance Services,13,4096.66
INV-SYN-00174,2025-07-06,67019598-1808,Ọlá Foods Distribution Plc,NGN,110975.30,8323.15,119298.45,Maintenance Services,16,4555.33
INV-SYN-00174,2025-07-06,67019598-1808,Ọlá Foods Distribution Plc,NGN,110975.30,8323.15,119298.45,Industrial Equipment,6,4728.88
INV-SYN-00174,2025-07-06,67019598-1808,Ọlá Foods Distribution Plc,NGN,110975.30,8323.15,119298.45,Office Supplies,11,883.34
INV-SYN-00175,2025-07-14,07096774-0096,Emeka Logistics Nigeria Ltd,NGN,127976.80,9598.26,137575.06,Consulting Services,7,2966.40
INV-SYN-00175,2025-07-14,07096774-0096,Emeka Logistics Nigeria Ltd,NGN,127976.80,9598.26,137575.06,Raw Materials,18,3091.74
INV-SYN-00175,2025-07-14,07096774-0096,Emeka Logistics Nigeria Ltd,NGN,127976.80,9598.26,137575.06,Office Supplies,19,2713.72
INV-SYN-00176,2025-06-24,50361570-9493,Port Harcourt Energy Services Ltd,NGN,100512.04,7538.40,108050.44,Consulting Services,12,3638.18
INV-SYN-00176,2025-06-24,50361570-9493,Port Harcourt Energy Services Ltd,NGN,100512.04,7538.40,108050.44,Raw Materials,7,4103.68
INV-SYN-00176,2025-06-24,50361570-9493,Port Harcourt Energy Services Ltd,NGN,100512.04,7538.40,108050.44,Office Supplies,12,2344.01
INV-SYN-00177,2025-01-21,84897592-5332,Ola Foods Plc,NGN,25100.62,1882.55,26983.17,Industrial Equipment,18,356.43
INV-SYN-00177,2025-01-21,84897592-5332,Ola Foods Plc,NGN,25100.62,1882.55,26983.17,IT Services,6,2931.53
INV-SYN-00177,2025-01-21,84897592-5332,Ola Foods Plc,NGN,25100.62,1882.55,26983.17,Logistics Services,2,547.85
INV-SYN-00178,2025-01-06,00442686-8958,Emeka Logistics Nigeria Ltd,NGN,43821.46,3286.61,47108.07,Industrial Equipment,17,2324.72
INV-SYN-00178,2025-01-06,00442686-8958,Emeka Logistics Nigeria Ltd,NGN,43821.46,3286.61,47108.07,Office Supplies,4,928.67
INV-SYN-00178,2025-01-06,00442686-8958,Emeka Logistics Nigeria Ltd,NGN,43821.46,3286.61,47108.07,Industrial Equipment,1,586.54
INV-SYN-00179,2025-01-13,92805327-2755,Kano Textiles Ltd,NGN,44971.87,3372.89,48344.76,Consulting Services,1,2501.49
INV-SYN-00179,2025-01-13,92805327-2755,Kano Textiles Ltd,NGN,44971.87,3372.89,48344.76,Office Supplies,10,4138.11
INV-SYN-00179,2025-01-13,92805327-2755,Kano Textiles Ltd,NGN,44971.87,3372.89,48344.76,Raw Materials,8,136.16
INV-SYN-00180,2025-01-10,23356384-9386,Kano Textiles Ltd,NGN,45458.01,3409.35,48867.36,Building Materials,8,2217.01
INV-SYN-00180,2025-01-10,23356384-9386,Kano Textiles Ltd,NGN,45458.01,3409.35,48867.36,IT Services,1,3104.01
INV-SYN-00180,2025-01-10,23356384-9386,Kano Textiles Ltd,NGN,45458.01,3409.35,48867.36,Logistics Services,16,1538.62
INV-SYN-00181,2025-07-14,93389993-5490,Lagos Steel & Aluminium Ltd,NGN,82519.19,6188.94,88708.13,Building Materials,13,2227.51
INV-SYN-00181,2025-07-14,93389993-5490,Lagos Steel & Aluminium Ltd,NGN,82519.19,6188.94,88708.13,Building Materials,17,1801.80
INV-SYN-00181,2025-07-14,93389993-5490,Lagos Steel & Aluminium Ltd,NGN,82519.19,6188.94,88708.13,Raw Materials,13,1763.92
INV-SYN-00182,2025-04-15,60705513-2411,Yusuf Agro Processing Ltd,NGN,13127.37,984.55,14111.92,Logistics Services,3,469.35
INV-SYN-00182,2025-04-15,60705513-2411,Yusuf Agro Processing Ltd,NGN,13127.37,984.55,14111.92,Logistics Services,2,3996.39
INV-SYN-00182,2025-04-15,60705513-2411,Yusuf Agro Processing Ltd,NGN,13127.37,984.55,14111.92,IT Services,6,621.09
INV-SYN-00183,2025-11-08,36165790-9434,Lagos Steel & Aluminium Ltd,NGN,24323.78,1824.28,26148.06,Office Supplies,5,1673.38
INV-SYN-00183,2025-11-08,36165790-9434,Lagos Steel & Aluminium Ltd,NGN,24323.78,1824.28,26148.06,IT Services,6,1627.02
INV-SYN-00183,2025-11-08,36165790-9434,Lagos Steel & Aluminium Ltd,NGN,24323.78,1824.28,26148.06,Maintenance Services,19,326.04
INV-SYN-00184,2025-10-29,84220647-1299,Ola Foods Plc,NGN,57569.88,4317.74,61887.62,IT Services,5,3722.87
INV-SYN-00184,2025-10-29,84220647-1299,Ola Foods Plc,NGN,57569.88,4317.74,61887.62,Office Supplies,18,1106.35
INV-SYN-00184,2025-10-29,84220647-1299,Ola Foods Plc,NGN,57569.88,4317.74,61887.62,Consulting Services,13,1464.71
INV-SYN-00185,2025-08-04,72231472-5838,Chukwuemeka Okàfor Ventures Ltd,NGN,44000.59,3300.04,47300.63,Industrial Equipment,5,319.79
INV-SYN-00185,2025-08-04,72231472-5838,Chukwuemeka Okàfor Ventures Ltd,NGN,44000.59,3300.04,47300.63,Office Supplies,18,1984.33
INV-SYN-00185,2025-08-04,72231472-5838,Chukwuemeka Okàfor Ventures Ltd,NGN,44000.59,3300.04,47300.63,Building Materials,3,2227.90
INV-SYN-00186,2025-05-08,93946795-5356,Port Harcourt Energy Services Ltd,NGN,50588.71,3794.15,54382.86,IT Services,5,4719.43
