Invoice No,Issue Date,Buyer TIN,Buyer,Currency,Subtotal,VAT,Total,Item,Qty,Unit Price
INV-SYN-00064,2025-09-17,96466641-2306,Lagos Steel & Aluminium Ltd,NGN,66824.05,5011.80,71835.85,Consulting Services,6,3663.49
INV-SYN-00065,2025-09-24,51340532-6192,Ọlá Foods Distribution Plc,NGN,91527.70,6864.58,98392.28,Maintenance Services,7,2536.09
INV-SYN-00065,2025-09-24,51340532-6192,Ọlá Foods Distribution Plc,NGN,91527.70,6864.58,98392.28,Logistics Services,17,2566.11
INV-SYN-00065,2025-09-24,51340532-6192,Ọlá Foods Distribution Plc,NGN,91527.70,6864.58,98392.28,IT Services,20,1507.56
INV-SYN-00066,2025-02-24,81473090-1844,Chukwuemeka Okafor Ltd,NGN,70272.25,5270.42,75542.67,Office Supplies,15,1385.69
INV-SYN-00066,2025-02-24,81473090-1844,Chukwuemeka Okafor Ltd,NGN,70272.25,5270.42,75542.67,Logistics Services,10,2130.40
INV-SYN-00066,2025-02-24,81473090-1844,Chukwuemeka Okafor Ltd,NGN,70272.25,5270.42,75542.67,Logistics Services,10,2818.29
INV-SYN-00067,2025-07-04,17263718-1188,Emeka Logistics Nigeria Ltd,NGN,58364.75,4377.36,62742.11,Maintenance Services,11,4630.56
INV-SYN-00067,2025-07-04,17263718-1188,Emeka Logistics Nigeria Ltd,NGN,58364.75,4377.36,62742.11,IT Services,11,409.45
INV-SYN-00067,2025-07-04,17263718-1188,Emeka Logistics Nigeria Ltd,NGN,58364.75,4377.36,62742.11,Raw Materials,3,974.88
INV-SYN-00068,2025-11-12,62642135-0119,Lagos Steel & Aluminium Ltd,NGN,104587.25,7844.04,112431.29,Building Materials,15,161.79
INV-SYN-00068,2025-11-12,62642135-0119,Lagos Steel & Aluminium Ltd,NGN,104587.25,7844.04,112431.29,Industrial Equipment,20,207.14
INV-SYN-00068,2025-11-12,62642135-0119,Lagos Steel & Aluminium Ltd,NGN,104587.25,7844.04,112431.29,Raw Materials,20,4900.88
INV-SYN-00069,2025-05-26,73177392-5656,Ola Foods Plc,NGN,54320.18,4074.01,58394.19,Building Materials,20,36.71
INV-SYN-00069,2025-05-26,73177392-5656,Ola Foods Plc,NGN,54320.18,4074.01,58394.19,Maintenance Services,2,3139.29
INV-SYN-00069,2025-05-26,73177392-5656,Ola Foods Plc,NGN,54320.18,4074.01,58394.19,Building Materials,20,2365.37
INV-SYN-00070,2025-11-01,52282967-6728,Chukwuemeka Okàfor Ventures Ltd,NGN,39000.06,2925.00,41925.06,Industrial Equipment,18,526.29
INV-SYN-00070,2025-11-01,52282967-6728,Chukwuemeka Okàfor Ventures Ltd,NGN,39000.06,2925.00,41925.06,Maintenance Services,2,2898.19
INV-SYN-00070,2025-11-01,52282967-6728,Chukwuemeka Okàfor Ventures Ltd,NGN,39000.06,2925.00,41925.06,Raw Materials,13,1825.42
INV-SYN-00071,2025-01-01,93492170-5604,Chukwuemeka Okàfor Ventures Ltd,NGN,69064.08,5179.81,74243.89,Consulting Services,1,676.88
INV-SYN-00071,2025-01-01,93492170-5604,Chukwuemeka Okàfor Ventures Ltd,NGN,69064.08,5179.81,74243.89,Maintenance Services,17,3510.96
INV-SYN-00071,2025-01-01,93492170-5604,Chukwuemeka Okàfor Ventures Ltd,NGN,69064.08,5179.81,74243.89,Office Supplies,2,4350.44
INV-SYN-00072,2025-07-31,29318116-1796,Ola Foods Plc,NGN,38147.02,2861.03,41008.05,Building Materials,16,756.14
INV-SYN-00072,2025-07-31,29318116-1796,Ola Foods Plc,NGN,38147.02,2861.03,41008.05,Consulting Services,5,703.54
INV-SYN-00072,2025-07-31,29318116-1796,Ola Foods Plc,NGN,38147.02,2861.03,41008.05,IT Services,6,3755.18
INV-SYN-00073,2025-11-08,60237160-0753,Port Harcourt Energy Services Ltd,NGN,51595.56,3869.67,55465.23,Logistics Services,15,1143.05
INV-SYN-00073,2025-11-08,60237160-0753,Port Harcourt Energy Services Ltd,NGN,51595.56,3869.67,55465.23,Office Supplies,12,1564.92
INV-SYN-00073,2025-11-08,60237160-0753,Port Harcourt Energy Services Ltd,NGN,51595.56,3869.67,55465.23,Raw Materials,17,921.81
INV-SYN-00074,2025-12-20,74607962-8242,Chukwuemeka Okafor Ltd,NGN,85032.76,6377.46,91410.22,Maintenance Services,1,1667.84
INV-SYN-00074,2025-12-20,74607962-8242,Chukwuemeka Okafor Ltd,NGN,85032.76,6377.46,91410.22,Office Supplies,1,3315.68
INV-SYN-00074,2025-12-20,74607962-8242,Chukwuemeka Okafor Ltd,NGN,85032.76,6377.46,91410.22,Logistics Services,18,4447.18
INV-SYN-00075,2025-05-16,31278965-0834,Yusuf Agro Processing Ltd,NGN,55945.16,4195.89,60141.05,Consulting Services,6,1206.62
INV-SYN-00075,2025-05-16,31278965-0834,Yusuf Agro Processing Ltd,NGN,55945.16,4195.89,60141.05,Maintenance Services,12,1789.88
INV-SYN-00075,2025-05-16,31278965-0834,Yusuf Agro Processing Ltd,NGN,55945.16,4195.89,60141.05,Maintenance Services,16,1701.68
INV-SYN-00076,2025-06-19,52260409-5078,Ọlá Foods Distribution Plc,NGN,158017.42,11851.31,169868.73,Raw Materials,6,2545.03
INV-SYN-00076,2025-06-19,52260409-5078,Ọlá Foods Distribution Plc,NGN,158017.42,11851.31,169868.73,Logistics Services,16,4451.64
INV-SYN-00076,2025-06-19,52260409-5078,Ọlá Foods Distribution Plc,NGN,158017.42,11851.31,169868.73,Office Supplies,20,3576.05
INV-SYN-00077,2025-03-12,32348640-3641,Adeyemi Trading Company Ltd,NGN,45548.90,3416.17,48965.07,Building Materials,8,108.85
INV-SYN-00077,2025-03-12,32348640-3641,Adeyemi Trading Company Ltd,NGN,45548.90,3416.17,48965.07,Consulting Services,14,1237.53
INV-SYN-00077,2025-03-12,32348640-3641,Adeyemi Trading Company Ltd,NGN,45548.90,3416.17,48965.07,Maintenance Services,12,2279.39
INV-SYN-00078,2025-11-18,05748657-1730,Chukwuemeka Okafor Ltd,NGN,79454.44,5959.08,85413.52,Logistics Services,12,3864.80
INV-SYN-00078,2025-11-18,05748657-1730,Chukwuemeka Okafor Ltd,NGN,79454.44,5959.08,85413.52,Logistics Services,5,4244.36
INV-SYN-00078,2025-11-18,05748657-1730,Chukwuemeka Okafor Ltd,NGN,79454.44,5959.08,85413.52,Industrial Equipment,4,2963.76
INV-SYN-00079,2025-08-23,10433430-3062,Adeyemi Trading Company Ltd,NGN,34924.29,2619.32,37543.61,Office Supplies,15,1591.23
INV-SYN-00079,2025-08-23,10433430-3062,Adeyemi Trading Company Ltd,NGN,34924.29,2619.32,37543.61,Maintenance Services,3,3561.88
INV-SYN-00079,2025-08-23,10433430-3062,Adeyemi Trading Company Ltd,NGN,34924.29,2619.32,37543.61,Raw Materials,5,74.04
INV-SYN-00080,2025-10-18,07635928-9139,Abuja Construction Materials Ltd,NGN,111169.57,8337.72,119507.29,Logistics Services,18,3932.23
INV-SYN-00080,2025-10-18,07635928-9139,Abuja Construction Materials Ltd,NGN,111169.57,8337.72,119507.29,Consulting Services,9,3215.65
INV-SYN-00080,2025-10-18,07635928-9139,Abuja Construction Materials Ltd,NGN,111169.57,8337.72,119507.29,IT Services,13,880.66
INV-SYN-00081,2025-08-11,22714517-4982,Yusuf Agro Processing Ltd,NGN,45078.85,3380.91,48459.76,IT Services,3,4577.84
INV-SYN-00081,2025-08-11,22714517-4982,Yusuf Agro Processing Ltd,NGN,45078.85,3380.91,48459.76,Office Supplies,13,2122.96
INV-SYN-00081,2025-08-11,22714517-4982,Yusuf Agro Processing Ltd,NGN,45078.85,3380.91,48459.76,Logistics Services,5,749.37
INV-SYN-00082,2025-10-28,13754663-6135,Abuja Construction Materials Ltd,NGN,121334.75,9100.11,130434.86,Building Materials,19,3715.10
INV-SYN-00082,2025-10-28,13754663-6135,Abuja Construction Materials Ltd,NGN,121334.75,9100.11,130434.86,IT Services,9,2611.89
INV-SYN-00082,2025-10-28,13754663-6135,Abuja Construction Materials Ltd,NGN,121334.75,9100.11,130434.86,Maintenance Services,11,2476.44
INV-SYN-00083,2025-11-07,29142607-0616,Kano Textiles Ltd,NGN,113611.90,8520.89,122132.79,Consulting Services,1,3724.91
INV-SYN-00083,2025-11-07,29142607-0616,Kano Textiles Ltd,NGN,113611.90,8520.89,122132.79,Logistics Services,19,4205.93
INV-SYN-00083,2025-11-07,29142607-0616,Kano Textiles Ltd,NGN,113611.90,8520.89,122132.79,Maintenance Services,18,1665.24
INV-SYN-00084,2025-11-11,52758837-3912,Kano Textiles Ltd,NGN,95077.74,7130.83,102208.57,Office Supplies,12,1529.15
INV-SYN-00084,2025-11-11,52758837-3912,Kano Textiles Ltd,NGN,95077.74,7130.83,102208.57,Building Materials,14,3320.76
INV-SYN-00084,2025-11-11,52758837-3912,Kano Textiles Ltd,NGN,95077.74,7130.83,102208.57,Maintenance Services,9,3359.70
INV-SYN-00085,2025-10-29,71689395-4355,Yusuf Agro Processing Ltd,NGN,122517.30,9188.80,131706.10,Consulting Services,8,3737.07
INV-SYN-00085,2025-10-29,71689395-4355,Yusuf Agro Processing Ltd,NGN,122517.30,9188.80,131706.10,IT Services,15,1621.46
INV-SYN-00085,2025-10-29,71689395-4355,Yusuf Agro Processing Ltd,NGN,122517.30,9188.80,131706.10,Logistics Services,18,3794.38
INV-SYN-00086,2025-10-07,33251814-5104,Adeyemi Trading Company Ltd,NGN,86098.90,6457.42,92556.32,Industrial Equipment,2,2720.75
INV-SYN-00086,2025-10-07,33251814-5104,Adeyemi Trading Company Ltd,NGN,86098.90,6457.42,92556.32,Maintenance Services,8,4936.95
INV-SYN-00086,2025-10-07,33251814-5104,Adeyemi Trading Company Ltd,NGN,86098.90,6457.42,92556.32,Maintenance Services,15,2744.12
INV-SYN-00087,2025-05-22,76281269-1025,Chukwuemeka Okafor Ltd,NGN,30249.56,2268.72,32518.28,Consulting Services,5,1661.40
INV-SYN-00087,2025-05-22,76281269-1025,Chukwuemeka Okafor Ltd,NGN,30249.56,2268.72,32518.28,Maintenance Services,1,2048.48
INV-SYN-00087,2025-05-22,76281269-1025,Chukwuemeka Okafor Ltd,NGN,30249.56,2268.72,32518.28,IT Services,4,4973.52
INV-SYN-00088,2025-06-06,86962397-6287,Yusuf Agro Processing Ltd,NGN,43693.56,3277.02,46970.58,Industrial Equipment,7,648.81
INV-SYN-00088,2025-06-06,86962397-6287,Yusuf Agro Processing Ltd,NGN,43693.56,3277.02,46970.58,Office Supplies,7,4274.29
INV-SYN-00088,2025-06-06,86962397-6287,Yusuf Agro Processing Ltd,NGN,43693.56,3277.02,46970.58,Office Supplies,11,839.26
INV-SYN-00089,2025-09-22,60902267-0747,Port Harcourt Energy Services Ltd,NGN,129501.12,9712.58,139213.70,Industrial Equipment,4,2045.82
INV-SYN-00089,2025-09-22,60902267-0747,Port Harcourt Energy Services Ltd,NGN,129501.12,9712.58,139213.70,Industrial Equipment,11,4428.00
INV-SYN-00089,2025-09-22,60902267-0747,Port Harcourt Energy Services Ltd,NGN,129501.12,9712.58,139213.70,Maintenance Services,18,4033.88
INV-SYN-00090,2025-01-12,58354816-5013,Ola Foods Plc,NGN,35051.72,2628.88,37680.60,IT Services,7,753.70
INV-SYN-00090,2025-01-12,58354816-5013,Ola Foods Plc,NGN,35051.72,2628.88,37680.60,Maintenance Services,5,3795.62
INV-SYN-00090,2025-01-12,58354816-5013,Ola Foods Plc,NGN,35051.72,2628.88,37680.60,Maintenance Services,17,635.16
INV-SYN-00091,2025-12-11,18825700-9707,Ibrahim & Sons Trading Ltd,NGN,70466.26,5284.97,75751.23,Consulting Services,17,3012.97
INV-SYN-00091,2025-12-11,18825700-9707,Ibrahim & Sons Trading Ltd,NGN,70466.26,5284.97,75751.23,Industrial Equipment,13,1249.95
INV-SYN-00091,2025-12-11,18825700-9707,Ibrahim & Sons Trading Ltd,NGN,70466.26,5284.97,75751.23,Industrial Equipment,2,1498.21
INV-SYN-00092,2025-04-25,89028742-1063,Kano Textiles Ltd,NGN,96713.41,7253.51,103966.92,Raw Materials,14,631.95
INV-SYN-00092,2025-04-25,89028742-1063,Kano Textiles Ltd,NGN,96713.41,7253.51,103966.92,Maintenance Services,19,114.29
INV-SYN-00092,2025-04-25,89028742-1063,Kano Textiles Ltd,NGN,96713.41,7253.51,103966.92,IT Services,20,4284.73
INV-SYN-00093,2025-09-18,76304082-0212,Adeyemi Trading Company Ltd,NGN,92802.19,6960.16,99762.35,Office Supplies,1,3734.20
INV-SYN-00093,2025-09-18,76304082-0212,Adeyemi Trading Company Ltd,NGN,92802.19,6960.16,99762.35,Maintenance Services,17,3679.74
INV-SYN-00093,2025-09-18,76304082-0212,Adeyemi Trading Company Ltd,NGN,92802.19,6960.16,99762.35,Maintenance Services,19,1395.39
INV-SYN-00094,2025-06-01,10814063-3315,Chukwuemeka Okafor Ltd,NGN,68945.34,5170.90,74116.24,Building Materials,9,2993.72
INV-SYN-00094,2025-06-01,10814063-3315,Chukwuemeka Okafor Ltd,NGN,68945.34,5170.90,74116.24,Logistics Services,7,222.17
INV-SYN-00094,2025-06-01,10814063-3315,Chukwuemeka Okafor Ltd,NGN,68945.34,5170.90,74116.24,IT Services,11,3676.97
INV-SYN-00095,2025-07-23,34985533-1196,Lagos Steel & Aluminium Ltd,NGN,157097.09,11782.28,168879.37,Logistics Services,18,3256.16
INV-SYN-00095,2025-07-23,34985533-1196,Lagos Steel & Aluminium Ltd,NGN,157097.09,11782.28,168879.37,Industrial Equipment,19,4803.51
INV-SYN-00095,2025-07-23,34985533-1196,Lagos Steel & Aluminium Ltd,NGN,157097.09,11782.28,168879.37,Logistics Services,2,3609.76
INV-SYN-00096,2025-05-28,82562625-8495,Kano Textiles Ltd,NGN,77735.16,5830.14,83565.30,Office Supplies,2,1745.68
INV-SYN-00096,2025-05-28,82562625-8495,Kano Textiles Ltd,NGN,77735.16,5830.14,83565.30,Industrial Equipment,10,3370.24
INV-SYN-00096,2025-05-28,82562625-8495,Kano Textiles Ltd,NGN,77735.16,5830.14,83565.30,IT Services,10,4054.14
INV-SYN-00097,2025-03-16,68140694-8148,Port Harcourt Energy Services Ltd,NGN,92137.92,6910.34,99048.26,Building Materials,16,2535.48
INV-SYN-00097,2025-03-16,68140694-8148,Port Harcourt Energy Services Ltd,NGN,92137.92,6910.34,99048.26,Raw Materials,8,3049.06
INV-SYN-00097,2025-03-16,68140694-8148,Port Harcourt Energy Services Ltd,NGN,92137.92,6910.34,99048.26,Building Materials,16,1698.61
INV-SYN-00098,2025-04-06,52352603-4583,Lagos Steel & Aluminium Ltd,NGN,116853.29,8764.00,125617.29,Building Materials,14,3541.94
INV-SYN-00098,2025-04-06,52352603-4583,Lagos Steel & Aluminium Ltd,NGN,116853.29,8764.00,125617.29,IT Services,13,2999.45
INV-SYN-00098,2025-04-06,52352603-4583,Lagos Steel & Aluminium Ltd,NGN,116853.29,8764.00,125617.29,Raw Materials,14,2019.52
INV-SYN-00099,2025-11-12,64749669-1468,Abuja Construction Materials Ltd,NGN,59912.46,4493.43,64405.89,Logistics Services,18,561.23
INV-SYN-00099,2025-11-12,64749669-1468,Abuja Construction Materials Ltd,NGN,59912.46,4493.43,64405.89,IT Services,18,608.23
INV-SYN-00099,2025-11-12,64749669-1468,Abuja Construction Materials Ltd,NGN,59912.46,4493.43,64405.89,Raw Materials,14,2775.87
INV-SYN-00100,2025-04-04,85065089-8503,Port Harcourt Energy Services Ltd,NGN,52468.82,3935.16,56403.98,Building Materials,8,1012.85
INV-SYN-00100,2025-04-04,85065089-8503,Port Harcourt Energy Services Ltd,NGN,52468.82,3935.16,56403.98,Maintenance Services,12,3661.71
INV-SYN-00100,2025-04-04,85065089-8503,Port Harcourt Energy Services Ltd,NGN,52468.82,3935.16,56403.98,Logistics Services,2,212.75
INV-SYN-00101,2025-12-17,13627414-6382,Port Harcourt Energy Services Ltd,NGN,56343.97,4225.80,60569.77,Office Supplies,18,2167.29
INV-SYN-00101,2025-12-17,13627414-6382,Port Harcourt Energy Services Ltd,NGN,56343.97,4225.80,60569.77,Logistics Services,2,1218.70
INV-SYN-00101,2025-12-17,13627414-6382,Port Harcourt Energy Services Ltd,NGN,56343.97,4225.80,60569.77,Raw Materials,5,2979.07
INV-SYN-00102,2025-08-28,44887089-7379,Ibrahim & Sons Trading Ltd,NGN,156538.19,11740.36,168278.55,Maintenance Services,15,3577.31
INV-SYN-00102,2025-08-28,44887089-7379,Ibrahim & Sons Trading Ltd,NGN,156538.19,11740.36,168278.55,IT Services,3,2094.18
INV-SYN-00102,2025-08-28,44887089-7379,Ibrahim & Sons Trading Ltd,NGN,156538.19,11740.36,168278.55,Raw Materials,20,4829.80
INV-SYN-00103,2025-09-22,81924382-5158,Emeka Logistics Nigeria Ltd,NGN,133352.44,10001.43,143353.87,Consulting Services,14,2102.78
INV-SYN-00103,2025-09-22,81924382-5158,Emeka Logistics Nigeria Ltd,NGN,133352.44,10001.43,143353.87,IT Services,7,2384.56
INV-SYN-00103,2025-09-22,81924382-5158,Emeka Logistics Nigeria Ltd,NGN,133352.44,10001.43,143353.87,Industrial Equipment,20,4361.08
INV-SYN-00104,2025-08-13,52688377-7090,Ọlá Foods Distribution Plc,NGN,86059.82,6454.49,92514.31,Maintenance Services,4,1704.90
INV-SYN-00104,2025-08-13,52688377-7090,Ọlá Foods Distribution Plc,NGN,86059.82,6454.49,92514.31,Maintenance Services,14,1895.17
INV-SYN-00104,2025-08-13,52688377-7090,Ọlá Foods Distribution Plc,NGN,86059.82,6454.49,92514.31,Consulting Services,12,4392.32
INV-SYN-00105,2025-03-23,86381034-6347,Port Harcourt Energy Services Ltd,NGN,66187.87,4964.09,71151.96,Building Materials,13,2802.72
INV-SYN-00105,2025-03-23,86381034-6347,Port Harcourt Energy Services Ltd,NGN,66187.87,4964.09,71151.96,Building Materials,9,3289.59
INV-SYN-00105,2025-03-23,86381034-6347,Port Harcourt Energy Services Ltd,NGN,66187.87,4964.09,71151.96,Office Supplies,20,7.31
INV-SYN-00106,2025-08-26,22914710-8653,Kano Textiles Ltd,NGN,83299.60,6247.47,89547.07,Raw Materials,20,2828.16
INV-SYN-00106,2025-08-26,22914710-8653,Kano Textiles Ltd,NGN,83299.60,6247.47,89547.07,Maintenance Services,16,1551.47
INV-SYN-00106,2025-08-26,22914710-8653,Kano Textiles Ltd,NGN,83299.60,6247.47,89547.07,Industrial Equipment,1,1912.88
INV-SYN-00107,2025-10-03,82095067-3708,Lagos Steel & Aluminium Ltd,NGN,44096.98,3307.27,47404.25,Industrial Equipment,9,4235.98
INV-SYN-00107,2025-10-03,82095067-3708,Lagos Steel & Aluminium Ltd,NGN,44096.98,3307.27,47404.25,Consulting Services,3,465.27
INV-SYN-00107,2025-10-03,82095067-3708,Lagos Steel & Aluminium Ltd,NGN,44096.98,3307.27,47404.25,Building Materials,1,4577.35
INV-SYN-00108,2025-07-22,16269876-8296,Port Harcourt Energy Services Ltd,NGN,55927.72,4194.58,60122.30,Maintenance Services,1,2655.96
INV-SYN-00108,2025-07-22,16269876-8296,Port Harcourt Energy Services Ltd,NGN,55927.72,4194.58,60122.30,Building Materials,2,4447.77
INV-SYN-00108,2025-07-22,16269876-8296,Port Harcourt Energy Services Ltd,NGN,55927.72,4194.58,60122.30,Maintenance Services,14,3169.73
INV-SYN-00109,2025-12-08,70973928-3741,Yusuf Agro Processing Ltd,NGN,119419.15,8956.44,128375.59,Building Materials,7,2557.25
INV-SYN-00109,2025-12-08,70973928-3741,Yusuf Agro Processing Ltd,NGN,119419.15,8956.44,128375.59,Building Materials,10,3981.18
INV-SYN-00109,2025-12-08,70973928-3741,Yusuf Agro Processing Ltd,NGN,119419.15,8956.44,128375.59,Building Materials,20,3085.33
INV-SYN-00110,2025-12-29,81389825-6397,Lagos Steel & Aluminium Ltd,NGN,61298.88,4597.42,65896.30,Consulting Services,12,811.91
INV-SYN-00110,2025-12-29,81389825-6397,Lagos Steel & Aluminium Ltd,NGN,61298.88,4597.42,65896.30,Maintenance Services,8,1380.22
INV-SYN-00110,2025-12-29,81389825-6397,Lagos Steel & Aluminium Ltd,NGN,61298.88,4597.42,65896.30,Maintenance Services,10,4051.42
INV-SYN-00111,2025-08-06,15255638-1662,Port Harcourt Energy Services Ltd,NGN,70680.07,5301.01,75981.08,Logistics Services,9,3517.15
INV-SYN-00111,2025-08-06,15255638-1662,Port Harcourt Energy Services Ltd,NGN,70680.07,5301.01,75981.08,Industrial Equipment,2,576.39
INV-SYN-00111,2025-08-06,15255638-1662,Port Harcourt Energy Services Ltd,NGN,70680.07,5301.01,75981.08,Raw Materials,14,2705.21
INV-SYN-00112,2025-08-09,73409697-9764,Emeka Logistics Nigeria Ltd,NGN,49365.94,3702.45,53068.39,Raw Materials,6,3000.35
INV-SYN-00112,2025-08-09,73409697-9764,Emeka Logistics Nigeria Ltd,NGN,49365.94,3702.45,53068.39,Industrial Equipment,6,1245.94
INV-SYN-00112,2025-08-09,73409697-9764,Emeka Logistics Nigeria Ltd,NGN,49365.94,3702.45,53068.39,Building Materials,14,1706.30
INV-SYN-00113,2025-10-17,54329459-7777,Chukwuemeka Okafor Ltd,NGN,129034.90,9677.62,138712.52,Consulting Services,16,2823.34
INV-SYN-00113,2025-10-17,54329459-7777,Chukwuemeka Okafor Ltd,NGN,129034.90,9677.62,138712.52,Logistics Services,17,4796.78
INV-SYN-00113,2025-10-17,54329459-7777,Chukwuemeka Okafor Ltd,NGN,129034.90,9677.62,138712.52,Office Supplies,1,2316.20
INV-SYN-00114,2025-10-03,21330138-0076,Yusuf Agro Processing Ltd,NGN,122862.96,9214.72,132077.68,IT Services,13,3686.52
INV-SYN-00114,2025-10-03,21330138-0076,Yusuf Agro Processing Ltd,NGN,122862.96,9214.72,132077.68,Building Materials,16,3485.51
INV-SYN-00114,2025-10-03,21330138-0076,Yusuf Agro Processing Ltd,NGN,122862.96,9214.72,132077.68,Consulting Services,4,4792.51
INV-SYN-00115,2025-08-23,83925842-9175,Ọlá Foods Distribution Plc,NGN,143712.40,10778.43,154490.83,Building Materials,20,4472.66
INV-SYN-00115,2025-08-23,83925842-9175,Ọlá Foods Distribution Plc,NGN,143712.40,10778.43,154490.83,Office Supplies,11,343.20
INV-SYN-00115,2025-08-23,83925842-9175,Ọlá Foods Distribution Plc,NGN,143712.40,10778.43,154490.83,Industrial Equipment,16,3155.25
INV-SYN-00116,2025-12-01,50624957-1502,Adeyemi Trading Company Ltd,NGN,116898.30,8767.37,125665.67,Raw Materials,15,2804.23
INV-SYN-00116,2025-12-01,50624957-1502,Adeyemi Trading Company Ltd,NGN,116898.30,8767.37,125665.67,IT Services,10,4181.69
INV-SYN-00116,2025-12-01,50624957-1502,Adeyemi Trading Company Ltd,NGN,116898.30,8767.37,125665.67,Building Materials,7,4716.85
INV-SYN-00117,2025-01-31,16652978-1535,Kano Textiles Ltd,NGN,62820.47,4711.54,67532.01,Office Supplies,15,1680.25
INV-SYN-00117,2025-01-31,16652978-1535,Kano Textiles Ltd,NGN,62820.47,4711.54,67532.01,Logistics Services,19,863.68
INV-SYN-00117,2025-01-31,16652978-1535,Kano Textiles Ltd,NGN,62820.47,4711.54,67532.01,Industrial Equipment,5,4241.36
INV-SYN-00118,2025-01-16,89259827-2359,Chukwuemeka Okàfor Ventures Ltd,NGN,141508.25,10613.12,152121.37,Maintenance Services,11,1685.19
INV-SYN-00118,2025-01-16,89259827-2359,Chukwuemeka Okàfor Ventures Ltd,NGN,141508.25,10613.12,152121.37,Consulting Services,20,4880.11
INV-SYN-00118,2025-01-16,89259827-2359,Chukwuemeka Okàfor Ventures Ltd,NGN,141508.25,10613.12,152121.37,Logistics Services,12,2114.08
INV-SYN-00119,2025-09-11,51824353-4758,Yusuf Agro Processing Ltd,NGN,54177.58,4063.32,58240.90,IT Services,4,549.66
INV-SYN-00119,2025-09-11,51824353-4758,Yusuf Agro Processing Ltd,NGN,54177.58,4063.32,58240.90,Building Materials,1,2125.34
INV-SYN-00119,2025-09-11,51824353-4758,Yusuf Agro Processing Ltd,NGN,54177.58,4063.32,58240.90,Industrial Equipment,16,3115.85
INV-SYN-00120,2025-07-22,81898520-4952,Chukwuemeka Okafor Ltd,NGN,78819.81,5911.49,84731.30,IT Services,12,3804.53
INV-SYN-00120,2025-07-22,81898520-4952,Chukwuemeka Okafor Ltd,NGN,78819.81,5911.49,84731.30,Building Materials,20,130.41
INV-SYN-00120,2025-07-22,81898520-4952,Chukwuemeka Okafor Ltd,NGN,78819.81,5911.49,84731.30,Industrial Equipment,15,2037.15
INV-SYN-00121,2025-08-26,91377891-1879,Abuja Construction Materials Ltd,NGN,22540.90,1690.57,24231.47,Consulting Services,7,603.29
INV-SYN-00121,2025-08-26,91377891-1879,Abuja Construction Materials Ltd,NGN,22540.90,1690.57,24231.47,Maintenance Services,11,1558.69
INV-SYN-00121,2025-08-26,91377891-1879,Abuja Construction Materials Ltd,NGN,22540.90,1690.57,24231.47,Office Supplies,6,195.38
INV-SYN-00122,2025-02-16,72901533-4901,Adeyemi Trading Company Ltd,NGN,100368.70,7527.65,107896.35,Building Materials,2,80.65
INV-SYN-00122,2025-02-16,72901533-4901,Adeyemi Trading Company Ltd,NGN,100368.70,7527.65,107896.35,Logistics Services,1,605.00
INV-SYN-00122,2025-02-16,72901533-4901,Adeyemi Trading Company Ltd,NGN,100368.70,7527.65,107896.35,Building Materials,20,4980.12
INV-SYN-00123,2025-05-05,68815605-2195,Kano Textiles Ltd,NGN,34054.23,2554.07,36608.30,Office Supplies,4,4763.72
INV-SYN-00123,2025-05-05,68815605-2195,Kano Textiles Ltd,NGN,34054.23,2554.07,36608.30,Maintenance Services,3,2114.35
INV-SYN-00123,2025-05-05,68815605-2195,Kano Textiles Ltd,NGN,34054.23,2554.07,36608.30,Office Supplies,2,4328.15
INV-SYN-00124,2025-12-13,10298573-4270,Lagos Steel & Aluminium Ltd,NGN,55440.86,4158.06,59598.92,Office Supplies,20,1223.94
INV-SYN-00124,2025-12-13,10298573-4270,Lagos Steel & Aluminium Ltd,NGN,55440.86,4158.06,59598.92,Consulting Services,9,1916.86
INV-SYN-00124,2025-12-13,10298573-4270,Lagos Steel & Aluminium Ltd,NGN,55440.86,4158.06,59598.92,Industrial Equipment,4,3427.58
INV-SYN-00125,2025-02-04,60243826-2860,Emeka Logistics Nigeria Ltd,NGN,45798.53,3434.89,49233.42,Office Supplies,6,3883.26
INV-SYN-00125,2025-02-04,60243826-2860,Emeka Logistics Nigeria Ltd,NGN,45798.53,3434.89,49233.42,Building Materials,4,2582.93
INV-SYN-00125,2025-02-04,60243826-2860,Emeka Logistics Nigeria Ltd,NGN,45798.53,3434.89,49233.42,Maintenance Services,5,2433.45
INV-SYN-00126,2025-11-04,89084785-0819,Kano Textiles Ltd,NGN,92340.66,6925.55,99266.21,Logistics Services,6,4737.35
INV-SYN-00126,2025-11-04,89084785-0819,Kano Textiles Ltd,NGN,92340.66,6925.55,99266.21,Maintenance Services,11,4054.64
INV-SYN-00126,2025-11-04,89084785-0819,Kano Textiles Ltd,NGN,92340.66,6925.55,99266.21,Industrial Equipment,4,4828.88
INV-SYN-00127,2025-04-26,35496977-5197,Ọlá Foods Distribution Plc,NGN,116137.16,8710.29,124847.45,Raw Materials,16,4237.99
INV-SYN-00127,2025-04-26,35496977-5197,Ọlá Foods Distribution Plc,NGN,116137.16,8710.29,124847.45,Office Supplies,13,60.94
INV-SYN-00127,2025-04-26,35496977-5197,Ọlá Foods Distribution Plc,NGN,116137.16,8710.29,124847.45,Logistics Services,18,2640.95
INV-SYN-00128,2025-07-05,09097597-3984,Abuja Construction Materials Ltd,NGN,209946.52,15745.99,225692.51,Industrial Equipment,14,4506.96
